contig,candidat,start,stop,depth,border,nb,nb,nb,filter,lcontig,Candidat,lCd,Critere_lCd,DPratio,Critere_DP,RI,Critere_RI,JC,Critere_JC
AT2G33385.3.modif|260|357,AT2G33385.3.modif,260,357,10,GT_AG,9.6,0.0,9.6,PASS,1679,True,97,lCd,0,DP,0.0577725,RI,1,Junctions
AT2G33500.1.modif|926|1154,AT2G33500.1.modif,926,1154,2,GT_AG,2.6,0.0,2.4,PASS,2341,True,228,lCd,0,DP,0.0973943,RI,1,Junctions
AT2G33500.1.modif|1305|1667,AT2G33500.1.modif,1305,1667,6,GT_AG,5.9,0.0,7.3,PASS,2341,True,362,lCd,0,DP,0.154635,RI,1,Junctions
AT2G33500.1.modif|1916|2002,AT2G33500.1.modif,1916,2002,7,GT_AG,5.4,0.0,6.0,PASS,2341,True,86,lCd,0,DP,0.0367364,RI,1,Junctions
AT2G33680.5.modif|86|511,AT2G33680.5.modif,86,511,9,GT_AG,7.2,0.0,8.0,PASS,2862,True,425,lCd,0,DP,0.148498,RI,1,Junctions
AT2G33980.2.modif|465|651,AT2G33980.2.modif,465,651,3,GT_AG,2.7,0.0,4.0,PASS,2730,True,186,lCd,0,DP,0.0681319,RI,1,Junctions
AT2G33980.2.modif|1296|2493,AT2G33980.2.modif,1296,2493,4,GT_AG,4.3,0.0,4.0,PASS,2730,True,1197,lCd,0,DP,0.438462,RI,1,Junctions
AT2G34210.2.modif|496|575,AT2G34210.2.modif,496,575,12,GT_AG,11.3,0.0,12.0,PASS,3014,True,79,lCd,0,DP,0.026211,RI,1,Junctions
AT2G34660.3.modif|203|428,AT2G34660.3.modif,203,428,13,GT_AG,7.8,0.0,8.7,PASS,4831,True,225,lCd,0,DP,0.0465742,RI,1,Junctions
AT2G34660.3.modif|977|1053,AT2G34660.3.modif,977,1053,8,GT_AG,5.1,0.0,8.2,PASS,4831,True,76,lCd,0,DP,0.0157317,RI,1,Junctions
AT2G34660.3.modif|2813|3015,AT2G34660.3.modif,2813,3015,11,GT_AG,9.5,0.014778325123152709,13.3,PASS,4831,True,202,lCd,0.000648172,DP,0.0418133,RI,1,Junctions
AT2G36830.1.modif|581|671,AT2G36830.1.modif,581,671,18,GT_AG,13.5,0.0,14.9,PASS,1328,True,90,lCd,0,DP,0.0677711,RI,1,Junctions
AT2G37370.1.modif|530|605,AT2G37370.1.modif,530,605,20,GT_AG,17.0,0.0,21.0,PASS,2706,True,75,lCd,0,DP,0.0277162,RI,1,Junctions
AT2G37370.1.modif|755|844,AT2G37370.1.modif,755,844,9,GT_AG,8.6,0.0,9.8,PASS,2706,True,89,lCd,0,DP,0.0328899,RI,1,Junctions
AT2G37370.1.modif|2359|2472,AT2G37370.1.modif,2359,2472,18,GT_AG,13.6,0.0,16.4,PASS,2706,True,113,lCd,0,DP,0.0417591,RI,1,Junctions
AT2G38695.1.modif|286|371,AT2G38695.1.modif,286,371,126,GT_AG,110.4,0.0,117.0,PASS,966,True,85,lCd,0,DP,0.0879917,RI,1,Junctions
AT2G39530.1.modif|430|531,AT2G39530.1.modif,430,531,10,GT_AG,7.8,0.0,10.0,PASS,1057,True,101,lCd,0,DP,0.0955535,RI,1,Junctions
AT2G40180.1.modif|1165|1252,AT2G40180.1.modif,1165,1252,29,GT_AG,25.1,0.0,27.2,PASS,1550,True,87,lCd,0,DP,0.056129,RI,1,Junctions
AT2G40540.5.modif|1146|1236,AT2G40540.5.modif,1146,1236,8,GT_AG,6.6,0.0,8.0,PASS,3231,True,90,lCd,0,DP,0.0278552,RI,1,Junctions
AT2G40640.8.modif|650|844,AT2G40640.8.modif,650,844,230,GT_AG,203.1,1.0,229.9,PASS,2081,True,194,lCd,0.00230947,DP,0.0932244,RI,1,Junctions
AT2G40640.8.modif|927|1026,AT2G40640.8.modif,927,1026,270,GT_AG,243.4,1.0,281.0,PASS,2081,True,99,lCd,0.00190694,DP,0.0475733,RI,1,Junctions
AT2G40640.8.modif|1363|1455,AT2G40640.8.modif,1363,1455,277,GT_AG,237.5,4.021505376344086,268.1,PASS,2081,True,92,lCd,0.00795393,DP,0.0442095,RI,1,Junctions
AT2G40820.5.modif|949|1081,AT2G40820.5.modif,949,1081,9,GT_AG,8.2,0.0,10.0,PASS,2390,True,132,lCd,0,DP,0.0552301,RI,1,Junctions
AT2G40820.5.modif|1523|1623,AT2G40820.5.modif,1523,1623,16,GT_AG,12.7,0.009900990099009901,12.2,PASS,2390,True,100,lCd,0.00039763,DP,0.041841,RI,1,Junctions
AT2G40820.5.modif|1906|2056,AT2G40820.5.modif,1906,2056,9,GT_AG,7.7,0.0,9.6,PASS,2390,True,150,lCd,0,DP,0.0627615,RI,1,Junctions
AT2G41550.1.modif|280|360,AT2G41550.1.modif,280,360,8,GT_AG,6.3,0.0,7.0,PASS,2115,True,80,lCd,0,DP,0.0378251,RI,1,Junctions
AT2G41550.1.modif|627|710,AT2G41550.1.modif,627,710,8,GT_AG,6.3,0.0,7.5,PASS,2115,True,83,lCd,0,DP,0.0392435,RI,1,Junctions
AT2G41550.1.modif|924|1003,AT2G41550.1.modif,924,1003,10,GT_AG,7.7,0.0,9.0,PASS,2115,True,79,lCd,0,DP,0.0373522,RI,1,Junctions
AT2G41640.2|136|1909,AT2G41640.2,136,1909,1,GT_AG,6114.6,7740.30214205186,7856.9,RDP,2563,False,1773,lCd,0.554007,DP,0.691767,RI,1,Junctions
AT2G41640.2|579|1968,AT2G41640.2,579,1968,1,GT_AG,7914.0,7915.91654676259,7896.9,RDP,2563,False,1389,lCd,0.500662,DP,0.541943,RI,1,Junctions
AT2G41740.2.modif|1752|1842,AT2G41740.2.modif,1752,1842,43,GT_AG,34.7,0.0,40.0,PASS,4149,True,90,lCd,0,DP,0.021692,RI,1,Junctions
AT2G41740.2.modif|2172|2248,AT2G41740.2.modif,2172,2248,43,GT_AG,39.0,0.0,44.2,PASS,4149,True,76,lCd,0,DP,0.0183177,RI,1,Junctions
AT2G41740.2.modif|2885|2971,AT2G41740.2.modif,2885,2971,63,GT_AG,52.4,1.0,59.5,PASS,4149,True,86,lCd,0.00893655,DP,0.0207279,RI,1,Junctions
AT2G41960.1|244|1766,AT2G41960.1,244,1766,1,CT_AC,1326.2,2136.946158896914,2324.9,RDP,4062,False,1522,lCd,0.585288,DP,0.374692,RI,1,Junctions
AT2G41960.1|390|1324,AT2G41960.1,390,1324,1,CT_AC,1555.6,2166.3336898395723,2322.1,RDP,4062,False,934,lCd,0.558665,DP,0.229936,RI,1,Junctions
AT2G41960.1|2460|3886,AT2G41960.1,2460,3886,1,GT_AG,2290.3,2056.7680448493343,1301.1,RDP,4062,False,1426,lCd,0.572693,DP,0.351059,RI,1,Junctions
AT2G42280.2.modif|1134|1239,AT2G42280.2.modif,1134,1239,4,GT_AG,3.6,0.0,4.7,PASS,1961,True,105,lCd,0,DP,0.0535441,RI,1,Junctions
AT2G42280.2.modif|1668|1756,AT2G42280.2.modif,1668,1756,5,GT_AG,4.9,0.0,5.0,PASS,1961,True,88,lCd,0,DP,0.0448751,RI,1,Junctions
AT2G43240.1.modif|533|744,AT2G43240.1.modif,533,744,11,GT_AG,9.9,0.0,11.0,PASS,2343,True,211,lCd,0,DP,0.0900555,RI,1,Junctions
AT2G43240.1.modif|1102|1232,AT2G43240.1.modif,1102,1232,8,GT_AG,7.2,0.0,7.1,PASS,2343,True,130,lCd,0,DP,0.0554844,RI,1,Junctions
AT2G43240.1.modif|1936|2017,AT2G43240.1.modif,1936,2017,5,GT_AG,4.5,0.0,5.6,PASS,2343,True,81,lCd,0,DP,0.0345711,RI,1,Junctions
AT2G43680.1.modif|1493|1585,AT2G43680.1.modif,1493,1585,6,GT_AG,4.8,0.0,5.0,PASS,2828,True,92,lCd,0,DP,0.0325318,RI,1,Junctions
AT2G44350.2.modif|292|472,AT2G44350.2.modif,292,472,6,GT_AG,5.2,0.0,6.0,PASS,2111,True,180,lCd,0,DP,0.0852676,RI,1,Junctions
AT2G44350.2.modif|719|826,AT2G44350.2.modif,719,826,9,GT_AG,7.2,0.0,10.3,PASS,2111,True,107,lCd,0,DP,0.0506869,RI,1,Junctions
AT2G44920.2.modif|226|576,AT2G44920.2.modif,226,576,15,GT_AG,13.6,0.0,15.0,PASS,1693,True,350,lCd,0,DP,0.206734,RI,1,Junctions
AT2G44920.2.modif|805|926,AT2G44920.2.modif,805,926,6,GT_AG,5.6,1.0,6.4,PASS,1693,True,121,lCd,0.0833333,DP,0.0714708,RI,1,Junctions
AT2G44920.2.modif|1205|1316,AT2G44920.2.modif,1205,1316,8,GT_AG,5.9,0.0,7.3,PASS,1693,True,111,lCd,0,DP,0.0655641,RI,1,Junctions
AT2G45820.1.modif|462|533,AT2G45820.1.modif,462,533,1,GT_AG,1.1,0.0,1.0,PASS,1004,True,71,lCd,0,DP,0.0707171,RI,1,Junctions
AT2G45830.1.modif|1136|1226,AT2G45830.1.modif,1136,1226,25,GT_AG,21.6,1.0,26.0,PASS,2262,True,90,lCd,0.0210084,DP,0.0397878,RI,1,Junctions
AT2G45860.1.modif|206|536,AT2G45860.1.modif,206,536,4,GT_AG,3.5,0.0,4.0,PASS,1003,True,330,lCd,0,DP,0.329013,RI,1,Junctions
AT2G46320.2.modif|329|419,AT2G46320.2.modif,329,419,4,GT_AG,3.8,0.0,4.0,PASS,1593,True,90,lCd,0,DP,0.0564972,RI,1,Junctions
AT2G46340.1.modif|1988|2239,AT2G46340.1.modif,1988,2239,188,GT_AG,161.1,0.0,188.0,PASS,4547,True,251,lCd,0,DP,0.0552012,RI,1,Junctions
AT2G46340.1.modif|3051|3252,AT2G46340.1.modif,3051,3252,213,GT_AG,177.1,4.0,206.8,PASS,4547,True,201,lCd,0.0104194,DP,0.044205,RI,1,Junctions
AT2G46340.1.modif|3778|3937,AT2G46340.1.modif,3778,3937,197,GT_AG,155.1,1.025,171.4,PASS,4547,True,159,lCd,0.00313936,DP,0.0349681,RI,1,Junctions
AT2G46970.3.modif|800|1162,AT2G46970.3.modif,800,1162,4,GT_AG,3.4,0.0,4.9,PASS,1691,True,362,lCd,0,DP,0.214075,RI,1,Junctions
AT4G02120.4.modif|996|1061,AT4G02120.4.modif,996,1061,47,GT_AG,40.5,1.0,45.3,PASS,2277,True,65,lCd,0.011655,DP,0.0285463,RI,1,Junctions
AT4G02120.4.modif|1254|1314,AT4G02120.4.modif,1254,1314,57,GT_AG,46.1,1.0,54.4,PASS,2277,True,60,lCd,0.00995025,DP,0.0263505,RI,1,Junctions
AT4G02715.1.modif|2038|2117,AT4G02715.1.modif,2038,2117,21,GT_AG,20.0,0.0,22.4,PASS,2576,True,79,lCd,0,DP,0.0306677,RI,1,Junctions
AT4G02760.4.modif|1110|1332,AT4G02760.4.modif,1110,1332,3,GT_AG,2.5,0.0,3.9,PASS,3611,True,222,lCd,0,DP,0.0614788,RI,1,Junctions
AT4G02760.4.modif|1509|1601,AT4G02760.4.modif,1509,1601,11,GT_AG,10.8,0.0,11.0,PASS,3611,True,92,lCd,0,DP,0.0254777,RI,1,Junctions
AT4G02760.4.modif|1815|1982,AT4G02760.4.modif,1815,1982,4,GT_AG,4.0,0.0,4.0,PASS,3611,True,167,lCd,0,DP,0.0462476,RI,1,Junctions
AT4G02990.1.modif|162|393,AT4G02990.1.modif,162,393,5,GT_AG,4.0,0.0,5.0,PASS,2305,True,231,lCd,0,DP,0.100217,RI,1,Junctions
AT4G03280.2.modif|513|954,AT4G03280.2.modif,513,954,13,GT_AG,11.2,0.0,12.1,PASS,1687,True,441,lCd,0,DP,0.261411,RI,1,Junctions
AT4G03280.2.modif|1073|1171,AT4G03280.2.modif,1073,1171,10,GT_AG,7.2,0.0,9.0,PASS,1687,True,98,lCd,0,DP,0.0580913,RI,1,Junctions
AT4G03280.2.modif|1355|1436,AT4G03280.2.modif,1355,1436,13,GT_AG,11.9,0.0,14.7,PASS,1687,True,81,lCd,0,DP,0.0480142,RI,1,Junctions
AT4G04500.2.modif|1000|1090,AT4G04500.2.modif,1000,1090,9,GT_AG,8.1,1.0,8.0,PASS,1724,True,90,lCd,0.0621118,DP,0.0522042,RI,1,Junctions
AT4G08410.1|436|810,AT4G08410.1,436,810,1,GT_AG,5.9,11.154666666666667,9.0,RDP,2347,False,374,lCd,0.748635,DP,0.159352,RI,1,Junctions
AT4G08410.1|586|1110,AT4G08410.1,586,1110,4,GT_AG,15.9,11.08952380952381,13.2,RDP,2347,False,524,lCd,0.381083,DP,0.223264,RI,1,Junctions
AT4G08410.1|661|1335,AT4G08410.1,661,1335,2,GT_AG,8.9,11.232592592592592,7.7,RDP,2347,False,674,lCd,0.676662,DP,0.287175,RI,1,Junctions
AT4G08410.1|811|960,AT4G08410.1,811,960,4,GT_AG,13.3,10.273333333333333,11.0,RDP,2347,False,149,lCd,0.422771,DP,0.0634853,RI,1,Junctions
AT4G08410.1|1036|1185,AT4G08410.1,1036,1185,1,GT_AG,8.1,11.96,20.1,RDP,2347,False,149,lCd,0.424113,DP,0.0634853,RI,1,Junctions
AT4G08410.1|1261|1410,AT4G08410.1,1261,1410,1,GT_AG,6.4,6.473333333333334,8.2,RDP,2347,False,149,lCd,0.443379,DP,0.0634853,RI,1,Junctions
AT4G08410.1|1336|1485,AT4G08410.1,1336,1485,1,GT_AG,6.6,7.806666666666667,10.8,RDP,2347,False,149,lCd,0.448659,DP,0.0634853,RI,1,Junctions
AT4G09040.2.modif|928|1005,AT4G09040.2.modif,928,1005,22,GT_AG,17.5,0.0,23.1,PASS,1462,True,77,lCd,0,DP,0.0526676,RI,1,Junctions
AT4G09260.1.modif|191|410,AT4G09260.1.modif,191,410,5,GT_AG,4.5,0.0,5.0,PASS,685,True,219,lCd,0,DP,0.319708,RI,1,Junctions
AT4G09300.5.modif|570|778,AT4G09300.5.modif,570,778,6,GT_AG,5.4,0.0,6.8,PASS,1239,True,208,lCd,0,DP,0.167877,RI,1,Junctions
AT4G09784.1.modif|154|207,AT4G09784.1.modif,154,207,4,GT_AG,3.6,0.0,4.0,PASS,267,True,53,lCd,0,DP,0.198502,RI,1,Junctions
AT4G11600.1.modif|391|480,AT4G11600.1.modif,391,480,9,GT_AG,8.4,1.0,9.4,PASS,1400,True,89,lCd,0.0561798,DP,0.0635714,RI,1,Junctions
AT4G11600.1.modif|543|636,AT4G11600.1.modif,543,636,9,GT_AG,9.0,0.0,10.4,PASS,1400,True,93,lCd,0,DP,0.0664286,RI,1,Junctions
AT4G11600.1.modif|756|944,AT4G11600.1.modif,756,944,7,GT_AG,4.3,0.0,6.7,PASS,1400,True,188,lCd,0,DP,0.134286,RI,1,Junctions
AT4G11655.2.modif|401|822,AT4G11655.2.modif,401,822,135,GT_AG,118.2,0.016587677725118485,130.6,PASS,1435,True,421,lCd,6.66707e-05,DP,0.29338,RI,1,Junctions
AT4G12020.10.modif|1052|1136,AT4G12020.10.modif,1052,1136,35,GT_AG,26.1,0.0,29.6,PASS,5937,True,84,lCd,0,DP,0.0141486,RI,1,Junctions
AT4G12540.4.modif|496|593,AT4G12540.4.modif,496,593,61,GT_AG,51.3,0.0,59.6,PASS,1848,True,97,lCd,0,DP,0.0524892,RI,1,Junctions
AT4G12780.1.modif|2436|2537,AT4G12780.1.modif,2436,2537,25,GT_AG,21.0,0.0,21.0,PASS,3422,True,101,lCd,0,DP,0.0295149,RI,1,Junctions
AT4G13020.3.modif|931|1016,AT4G13020.3.modif,931,1016,8,GT_AG,7.1,0.023255813953488372,6.0,PASS,2113,True,85,lCd,0.00177525,DP,0.0402272,RI,1,Junctions
AT4G13020.3.modif|1350|1434,AT4G13020.3.modif,1350,1434,9,GT_AG,8.1,0.0,9.0,PASS,2113,True,84,lCd,0,DP,0.0397539,RI,1,Junctions
AT4G13020.3.modif|1560|1634,AT4G13020.3.modif,1560,1634,5,GT_AG,4.5,0.0,5.0,PASS,2113,True,74,lCd,0,DP,0.0350213,RI,1,Junctions
AT4G13440.2.modif|703|834,AT4G13440.2.modif,703,834,2,GT_AG,1.6,0.0,2.2,PASS,1163,True,131,lCd,0,DP,0.11264,RI,1,Junctions
AT4G14720.1.modif|290|471,AT4G14720.1.modif,290,471,13,GT_AG,10.7,0.0,11.0,PASS,2224,True,181,lCd,0,DP,0.0813849,RI,1,Junctions
AT4G14720.1.modif|612|746,AT4G14720.1.modif,612,746,7,GT_AG,5.0,0.0,6.0,PASS,2224,True,134,lCd,0,DP,0.0602518,RI,1,Junctions
AT4G14720.1.modif|1114|1422,AT4G14720.1.modif,1114,1422,11,GT_AG,9.8,0.0,11.0,PASS,2224,True,308,lCd,0,DP,0.138489,RI,1,Junctions
AT4G14760.2.modif|142|681,AT4G14760.2.modif,142,681,7,GT_AG,6.0,0.0,7.5,PASS,6491,True,539,lCd,0,DP,0.0830381,RI,1,Junctions
AT4G14760.2.modif|960|1108,AT4G14760.2.modif,960,1108,7,GT_AG,5.9,0.0,7.9,PASS,6491,True,148,lCd,0,DP,0.0228008,RI,1,Junctions
AT4G14760.2.modif|5116|5210,AT4G14760.2.modif,5116,5210,6,GT_AG,5.7,0.0,6.0,PASS,6491,True,94,lCd,0,DP,0.0144816,RI,1,Junctions
AT4G15200.4|272|319,AT4G15200.4,272,319,1,GT_AG,406.5,442.0208333333333,460.4,RDP,2548,False,47,lCd,0.509887,DP,0.0184458,RI,1,Junctions
AT4G15390.1|22|96,AT4G15390.1,22,96,7,GT_AG,5.6,2.493333333333333,15.8,RDP,1727,False,74,lCd,0.116511,DP,0.0428489,RI,1,Junctions
AT4G15560.1.modif|986|1091,AT4G15560.1.modif,986,1091,17,GT_AG,12.6,0.0,15.0,PASS,3066,True,105,lCd,0,DP,0.0342466,RI,1,Junctions
AT4G15955.1.modif|557|1481,AT4G15955.1.modif,557,1481,20,GT_AG,16.3,0.0,19.3,PASS,1888,True,924,lCd,0,DP,0.489407,RI,1,Junctions
AT4G16555.1.modif|120|223,AT4G16555.1.modif,120,223,5,GT_AG,4.5,0.0,5.5,PASS,812,True,103,lCd,0,DP,0.126847,RI,1,Junctions
AT4G16555.1.modif|638|738,AT4G16555.1.modif,638,738,21,GT_AG,18.8,0.0,21.0,PASS,812,True,100,lCd,0,DP,0.123153,RI,1,Junctions
AT4G16920.4|3012|3281,AT4G16920.4,3012,3281,1,GT_AG,9.0,5.82962962962963,7.0,RDP,5280,False,269,lCd,0.364352,DP,0.050947,RI,1,Junctions
AT4G17700.1.modif|386|520,AT4G17700.1.modif,386,520,3,GT_AG,1.8,0.0,2.5,PASS,1073,True,134,lCd,0,DP,0.124884,RI,1,Junctions
AT4G17700.1.modif|734|824,AT4G17700.1.modif,734,824,8,GT_AG,7.4,0.0,7.7,PASS,1073,True,90,lCd,0,DP,0.083877,RI,1,Junctions
AT4G17720.1.modif|433|505,AT4G17720.1.modif,433,505,22,GT_AG,15.0,0.0,17.1,PASS,1475,True,72,lCd,0,DP,0.0488136,RI,1,Junctions
AT4G17770.2.modif|2501|2843,AT4G17770.2.modif,2501,2843,19,GT_AG,17.9,0.0,17.3,PASS,3746,True,342,lCd,0,DP,0.0912974,RI,1,Junctions
AT4G20380.4.modif|293|381,AT4G20380.4.modif,293,381,6,GT_AG,6.3,0.0,5.6,PASS,1254,True,88,lCd,0,DP,0.0701754,RI,1,Junctions
AT4G20380.4.modif|699|790,AT4G20380.4.modif,699,790,5,GT_AG,4.5,0.0,5.0,PASS,1254,True,91,lCd,0,DP,0.0725678,RI,1,Junctions
AT4G20440.3.modif|1192|1396,AT4G20440.3.modif,1192,1396,7,GT_AG,5.1,1.0,7.0,PASS,1681,True,204,lCd,0.0826446,DP,0.121356,RI,1,Junctions
AT4G21600.1.modif|668|838,AT4G21600.1.modif,668,838,10,GT_AG,9.1,1.0,10.0,PASS,1760,True,170,lCd,0.052356,DP,0.0965909,RI,1,Junctions
AT4G21600.1.modif|923|1002,AT4G21600.1.modif,923,1002,11,GT_AG,10.1,0.0,11.7,PASS,1760,True,79,lCd,0,DP,0.0448864,RI,1,Junctions
AT4G21600.1.modif|1164|1267,AT4G21600.1.modif,1164,1267,4,GT_AG,3.6,0.0,4.0,PASS,1760,True,103,lCd,0,DP,0.0585227,RI,1,Junctions
AT4G22140.2.modif|789|923,AT4G22140.2.modif,789,923,29,GT_AG,23.4,0.0,25.7,PASS,1969,True,134,lCd,0,DP,0.0680549,RI,1,Junctions
AT4G22140.2.modif|1063|1555,AT4G22140.2.modif,1063,1555,23,GT_AG,17.9,0.0,21.6,PASS,1969,True,492,lCd,0,DP,0.249873,RI,1,Junctions
AT4G22200.2.modif|835|948,AT4G22200.2.modif,835,948,13,GT_AG,11.7,0.0,13.2,PASS,3536,True,113,lCd,0,DP,0.031957,RI,1,Junctions
AT4G22200.2.modif|1940|2017,AT4G22200.2.modif,1940,2017,8,GT_AG,6.7,0.0,8.0,PASS,3536,True,77,lCd,0,DP,0.021776,RI,1,Junctions
AT4G22200.2.modif|2702|2784,AT4G22200.2.modif,2702,2784,7,GT_AG,6.4,0.0,7.8,PASS,3536,True,82,lCd,0,DP,0.02319,RI,1,Junctions
AT4G23570.1.modif|804|896,AT4G23570.1.modif,804,896,74,GT_AG,60.7,0.0,71.8,PASS,1770,True,92,lCd,0,DP,0.0519774,RI,1,Junctions
AT4G24690.1.modif|1083|1171,AT4G24690.1.modif,1083,1171,18,GT_AG,15.4,0.0,18.5,PASS,3008,True,88,lCd,0,DP,0.0292553,RI,1,Junctions
AT4G24690.1.modif|1554|1730,AT4G24690.1.modif,1554,1730,16,GT_AG,11.7,0.0,12.1,PASS,3008,True,176,lCd,0,DP,0.0585106,RI,1,Junctions
AT4G25740.2.modif|80|189,AT4G25740.2.modif,80,189,10,GT_AG,9.0,0.0,10.4,PASS,1398,True,109,lCd,0,DP,0.0779685,RI,1,Junctions
AT4G25740.2.modif|239|622,AT4G25740.2.modif,239,622,4,GT_AG,7.7,0.0,6.0,PASS,1398,True,383,lCd,0,DP,0.273963,RI,1,Junctions
AT4G25740.2.modif|940|1093,AT4G25740.2.modif,940,1093,6,GT_AG,4.6,0.0,5.0,PASS,1398,True,153,lCd,0,DP,0.109442,RI,1,Junctions
AT4G26540.1.modif|3089|3168,AT4G26540.1.modif,3089,3168,7,GT_AG,6.2,0.0,7.0,PASS,3861,True,79,lCd,0,DP,0.020461,RI,1,Junctions
AT4G27180.2.modif|1542|1725,AT4G27180.2.modif,1542,1725,23,GT_AG,18.8,0.0,23.0,PASS,2937,True,183,lCd,0,DP,0.0623085,RI,1,Junctions
AT4G27180.2.modif|2477|2556,AT4G27180.2.modif,2477,2556,13,GT_AG,12.7,0.0,13.0,PASS,2937,True,79,lCd,0,DP,0.0268982,RI,1,Junctions
AT4G27490.3.modif|448|520,AT4G27490.3.modif,448,520,11,GT_AG,7.2,0.0,8.0,PASS,1221,True,72,lCd,0,DP,0.0589681,RI,1,Junctions
AT4G28470.1.modif|343|675,AT4G28470.1.modif,343,675,21,GT_AG,17.4,0.0,21.5,PASS,3688,True,332,lCd,0,DP,0.0900217,RI,1,Junctions
AT4G28470.1.modif|3162|3264,AT4G28470.1.modif,3162,3264,36,GT_AG,29.1,0.0,31.9,PASS,3688,True,102,lCd,0,DP,0.0276573,RI,1,Junctions
AT4G28520.1.modif|345|469,AT4G28520.1.modif,345,469,22,GT_AG,17.5,0.0,18.5,PASS,2241,True,124,lCd,0,DP,0.0553324,RI,1,Junctions
AT4G28520.1.modif|895|999,AT4G28520.1.modif,895,999,45,GT_AG,39.5,0.0,43.7,PASS,2241,True,104,lCd,0,DP,0.0464079,RI,1,Junctions
AT4G28520.1.modif|1438|1654,AT4G28520.1.modif,1438,1654,43,GT_AG,36.1,0.0,41.8,PASS,2241,True,216,lCd,0,DP,0.0963855,RI,1,Junctions
AT4G28790.5.modif|929|1061,AT4G28790.5.modif,929,1061,18,GT_AG,16.5,1.0,18.6,PASS,1748,True,132,lCd,0.02849,DP,0.0755149,RI,1,Junctions
AT4G29770.2.modif|82|161,AT4G29770.2.modif,82,161,20,GT_AG,17.1,0.0,19.4,PASS,1248,True,79,lCd,0,DP,0.0633013,RI,1,Junctions
AT4G30160.1.modif|2498|2605,AT4G30160.1.modif,2498,2605,14,GT_AG,11.7,0.0,14.9,PASS,4218,True,107,lCd,0,DP,0.0253675,RI,1,Junctions
AT4G30530.1.modif|542|1124,AT4G30530.1.modif,542,1124,15,GT_AG,13.3,0.0,15.0,PASS,2144,True,582,lCd,0,DP,0.271455,RI,1,Junctions
AT4G30530.1.modif|1455|1800,AT4G30530.1.modif,1455,1800,10,GT_AG,7.2,0.0,8.0,PASS,2144,True,345,lCd,0,DP,0.160914,RI,1,Junctions
AT4G30820.9|291|538,AT4G30820.9,291,538,2,GT_AG,9.4,6.096774193548387,8.4,RDP,1279,False,247,lCd,0.342515,DP,0.19312,RI,1,Junctions
AT4G30820.12|120|523,AT4G30820.12,120,523,21,GT_AG,27.8,9.715346534653465,29.4,RDP,1719,False,403,lCd,0.169849,DP,0.234439,RI,1,Junctions
AT4G30820.12|686|933,AT4G30820.12,686,933,1,GT_AG,27.8,13.14516129032258,22.7,RDP,1719,False,247,lCd,0.2603,DP,0.143688,RI,1,Junctions
AT4G30820.12|1008|1086,AT4G30820.12,1008,1086,14,GT_AG,21.0,10.886075949367088,27.8,RDP,1719,False,78,lCd,0.223075,DP,0.0453752,RI,1,Junctions
AT4G31060.1.modif|42|185,AT4G31060.1.modif,42,185,2,GT_AG,1.8,0.0,2.0,PASS,1516,True,143,lCd,0,DP,0.0943272,RI,1,Junctions
AT4G31520.1.modif|1080|1158,AT4G31520.1.modif,1080,1158,10,GT_AG,9.0,0.0,10.0,PASS,2817,True,78,lCd,0,DP,0.027689,RI,1,Junctions
AT4G31520.1.modif|1315|1393,AT4G31520.1.modif,1315,1393,9,GT_AG,6.5,0.0,8.3,PASS,2817,True,78,lCd,0,DP,0.027689,RI,1,Junctions
AT4G31520.1.modif|1469|1566,AT4G31520.1.modif,1469,1566,7,GT_AG,7.9,0.0,8.0,PASS,2817,True,97,lCd,0,DP,0.0344338,RI,1,Junctions
AT4G32190.1.modif|316|601,AT4G32190.1.modif,316,601,33,GT_AG,28.5,1.0,32.7,PASS,3058,True,285,lCd,0.0163399,DP,0.0931982,RI,1,Junctions
AT4G32360.5.modif|1158|1272,AT4G32360.5.modif,1158,1272,32,GT_AG,26.5,0.017391304347826087,33.0,PASS,2335,True,114,lCd,0.000292291,DP,0.0488223,RI,1,Junctions
AT4G32420.6.modif|275|600,AT4G32420.6.modif,275,600,98,GT_AG,76.3,0.0,85.4,PASS,3671,True,325,lCd,0,DP,0.0885317,RI,1,Junctions
AT4G32420.6.modif|901|1226,AT4G32420.6.modif,901,1226,113,GT_AG,96.6,2.0,113.5,PASS,3671,True,325,lCd,0.00951928,DP,0.0885317,RI,1,Junctions
AT4G32440.1.modif|556|819,AT4G32440.1.modif,556,819,19,GT_AG,14.9,0.0,17.2,PASS,1961,True,263,lCd,0,DP,0.134115,RI,1,Junctions
AT4G33860.1.modif|153|240,AT4G33860.1.modif,153,240,12,GT_AG,10.4,0.0,11.1,PASS,2109,True,87,lCd,0,DP,0.0412518,RI,1,Junctions
AT4G33920.1.modif|628|883,AT4G33920.1.modif,628,883,6,GT_AG,4.8,0.0,6.6,PASS,2118,True,255,lCd,0,DP,0.120397,RI,1,Junctions
AT4G34215.2.modif|849|1055,AT4G34215.2.modif,849,1055,35,GT_AG,31.2,0.0,33.8,PASS,1847,True,206,lCd,0,DP,0.111532,RI,1,Junctions
AT4G34215.2.modif|1256|1597,AT4G34215.2.modif,1256,1597,28,GT_AG,24.3,0.0,26.9,PASS,1847,True,341,lCd,0,DP,0.184624,RI,1,Junctions
